,season,episode,Rating,Name,Date,Text,Useful
19,1,1,7,dwightkschrute-33500,1 June 2019,"The first episode of the great American version of The Office isn't one of the best. It isn't bad, but the mood was more like the UK Office. It was still trying to find out where it was going and what it was, which is what most of season 1 is. Still has some good laughs though.",1/4
20,1,1,4,dararafiee,4 April 2021,"So boring and not funny at all, hope it get better.",8/16
21,1,1,6,tlinsten-44374,21 July 2019,"For a episode itself it lacked any real story, the humour didn't really fit for characters we just met but as we go along we connect more and will enjoy more but this episode was just not the best, But did do a good job introducing us to what the characters act like around each other and there relationships.",13/17
22,1,1,6,jahollis,1 December 2020,"I have just started rewatching The Office. It is my favorite TV show of all time. The way ""The Office"" starts out with its Pilot isn't horrible. However, it can greatly be improved. To begin with, it does well with introducing the cast within the office and establishing their personalities. Also, it uniquely and calmly sets the tone for the rest of the series. On the other hand, while it tends to focus on the individual character arches, it then strays away from the objective of making a good overall episode. To summarize, I would say that this is the best that they had to work with at the time.""If I left, what would I do with all this useless information in my head?""- Jim Helpert6/10- Could be better but an average start to a series that will never cease in history",0/2
23,1,1,8,tylerpalsgrove,29 October 2019,"What this episode lacks in a story line, it makes up for in what this series is all about: it's characters and relationships.",6/12
24,1,1,6,jonahdavidhill,30 March 2018,"Though this show is amazing, Michaels awkwardness makes it painful to sit through.",7/14
0,1,3,8,ComedyFan2010,27 December 2018,Now it is time to choose a new health plan and Michael doesn't want anyone to be mad at him and tells Dwight to choose it.Another amazing episode. One can see again how much Michael wants to be loves that he can't even make the health plan decision that needed to cut some budget. Dwight's talk with Jan was funny as well. So was Michael trying to come up with a big surprise that he promised. The conversation about diseases was also so awkward and thus so good.,3/5
1,1,3,6,studioAT,6 November 2021,"A fun early episode of the show, in which we get to know the other characters a little better.Full of good lines and moments, this was good fun.I enjoyed it.",1/1
2,1,3,7,Edvis-1997,24 October 2021,"Like it was really good and interesting to watch episode, tho, so far considering all 3 episodes it was the weakest, can't give it more than 7 out of 10.",1/3
3,1,3,9,MaxBorg89,11 February 2009,"In the British version of The Office, there was a particularly hilarious moment when a doctored pornographic image of the boss was discovered and the concerned individual asked his assistant to find out who was behind it. Since the US remake of the show never intended to be a mere copycat, a roughly similar plot line (the assistant doing the job) is used in a completely different context.The context - a very important one in the workplace - is health care, an issue that gives this episode its title. Michael's problem is he's been asked by Jan to find a health care plan that's effective but also not too expensive. Thinking such a task is too much for him, he passes it on to Dwight, who is always eager to please the boss. Naturally, given Dwight's strict adherence to work ethics and lack of sense of humor, Jim and Pam make it their mission to turn his day into a living Hell, whereas Michael must come up with a way to cheer up his employees in case anything goes wrong.What makes this a great episode is the fact that it depicts the first open ""conflict"" between Jim and Dwight (with the former being helped by Pam, of course), following their minor dispute over the incorrect use of a stapler in the pilot (a scene that occurred in the UK blueprint as well). Even funnier, though, is the way they react to the presence of the camera: there's no greater joy than that which comes from watching Rainn Wilson as he compares himself to a hunter in the jungle or hearing John Krasinski deliver the priceless line: ""If this were my career, I'd have to throw myself in front of a train."". A classic in the making.",15/16
